台灣頻道,#genre#
Discovery,http://192.168.0.114:6789/ublive.php?id=1529
ShowTime 1,http://192.168.0.114:6789/ublive.php?id=1114
NHL net,http://192.168.0.114:6789/ublive.php?id=1534
ShowTime 2,http://192.168.0.114:6789/ublive.php?id=1115
ShowCase US,http://192.168.0.114:6789/ublive.php?id=1116
Starz Comedy,http://192.168.0.114:6789/ublive.php?id=1118
HGTV,http://192.168.0.114:6789/ublive.php?id=1538
Starz Edge,http://192.168.0.114:6789/ublive.php?id=1119
Starz Kids Family,http://192.168.0.114:6789/ublive.php?id=1120
World Fishing net,http://192.168.0.114:6789/ublive.php?id=1531
Starz Encore,http://192.168.0.114:6789/ublive.php?id=1121
Starz Encore Westerns,http://192.168.0.114:6789/ublive.php?id=1122
Bravo,http://192.168.0.114:6789/ublive.php?id=1525
Babytv,http://192.168.0.114:6789/ublive.php?id=1522
Nat Geo,http://192.168.0.114:6789/ublive.php?id=1520
WFLD-DT Fox 32.1,http://192.168.0.114:6789/ublive.php?id=2431
CBS2-WBBM-TV,http://192.168.0.114:6789/ublive.php?id=2822
ken5,http://192.168.0.114:6789/ublive.php?id=2429
VH1,http://192.168.0.114:6789/ublive.php?id=1532
woai,http://192.168.0.114:6789/ublive.php?id=2430
TLC,http://192.168.0.114:6789/ublive.php?id=1533
TNT,http://192.168.0.114:6789/ublive.php?id=1524
ksat12,http://192.168.0.114:6789/ublive.php?id=2428
National Geographic,http://192.168.0.114:6789/ublive.php?id=294
Syfy,http://192.168.0.114:6789/ublive.php?id=1537
加拿大,#genre#
The Weather Network,http://192.168.0.114:6789/ublive.php?id=1251
CP 24 Canada,http://192.168.0.114:6789/ublive.php?id=1247
CBC,http://192.168.0.114:6789/ublive.php?id=1252
CTV,http://192.168.0.114:6789/ublive.php?id=1253
CHCH,http://192.168.0.114:6789/ublive.php?id=1256
CTV 2,http://192.168.0.114:6789/ublive.php?id=1257
OMNI 1,http://192.168.0.114:6789/ublive.php?id=1258
OMNI 2,http://192.168.0.114:6789/ublive.php?id=1259
TVO,http://192.168.0.114:6789/ublive.php?id=1260
Discovery Canada,http://192.168.0.114:6789/ublive.php?id=1261
TLC Canada,http://192.168.0.114:6789/ublive.php?id=1262
Love Nature,http://192.168.0.114:6789/ublive.php?id=1263
Food Network Canada,http://192.168.0.114:6789/ublive.php?id=1265
Cooking Channel Canada,http://192.168.0.114:6789/ublive.php?id=1266
CTV Comedy,http://192.168.0.114:6789/ublive.php?id=1267
CTV Sci-Fi,http://192.168.0.114:6789/ublive.php?id=1268
Crave 1,http://192.168.0.114:6789/ublive.php?id=1269
Crave 2,http://192.168.0.114:6789/ublive.php?id=1270
Crave 3,http://192.168.0.114:6789/ublive.php?id=1271
TSN 1,http://192.168.0.114:6789/ublive.php?id=1273
TSN 2,http://192.168.0.114:6789/ublive.php?id=1274
TSN 3,http://192.168.0.114:6789/ublive.php?id=1275
TSN 4,http://192.168.0.114:6789/ublive.php?id=1276
TSN 5,http://192.168.0.114:6789/ublive.php?id=1277
SportNet ON,http://192.168.0.114:6789/ublive.php?id=1278
SportNet One,http://192.168.0.114:6789/ublive.php?id=1279
SportNet World,http://192.168.0.114:6789/ublive.php?id=1280
SportNet 360,http://192.168.0.114:6789/ublive.php?id=1281
NBA CA,http://192.168.0.114:6789/ublive.php?id=1282
TreeHouse,http://192.168.0.114:6789/ublive.php?id=1283
Teletoon,http://192.168.0.114:6789/ublive.php?id=1284
YTV,http://192.168.0.114:6789/ublive.php?id=1285
新時代東部,http://192.168.0.114:6789/ublive.php?id=1286
（時移）新時代東,http://192.168.0.114:6789/ublive.php?id=1287
新時代2,http://192.168.0.114:6789/ublive.php?id=1288
城市電視,http://192.168.0.114:6789/ublive.php?id=1289
Sportsnet P,http://192.168.0.114:6789/ublive.php?id=3074
Global,http://192.168.0.114:6789/ublive.php?id=1254
City,http://192.168.0.114:6789/ublive.php?id=1255
HGTV Canada,http://192.168.0.114:6789/ublive.php?id=1264
Business Network News,http://192.168.0.114:6789/ublive.php?id=1250
CTV News,http://192.168.0.114:6789/ublive.php?id=1249
CBC News,http://192.168.0.114:6789/ublive.php?id=1248
Crave 4,http://192.168.0.114:6789/ublive.php?id=1272
英國頻道,#genre#
bt espn hd,http://192.168.0.114:6789/ublive.php?id=2790
GB News,http://192.168.0.114:6789/ublive.php?id=77
TalkTV,http://192.168.0.114:6789/ublive.php?id=309
BBC one,http://192.168.0.114:6789/ublive.php?id=1382
BBC four cbeebies,http://192.168.0.114:6789/ublive.php?id=1383
BBC three cbbc,http://192.168.0.114:6789/ublive.php?id=1384
BBC two,http://192.168.0.114:6789/ublive.php?id=1385
True entertainment,http://192.168.0.114:6789/ublive.php?id=1386
Discovery turbo,http://192.168.0.114:6789/ublive.php?id=1387
sky_docu_hd,http://192.168.0.114:6789/ublive.php?id=1388
E ent,http://192.168.0.114:6789/ublive.php?id=1392
BBC red button,http://192.168.0.114:6789/ublive.php?id=1393
E4,http://192.168.0.114:6789/ublive.php?id=1397
Alibi,http://192.168.0.114:6789/ublive.php?id=1398
5 star,http://192.168.0.114:6789/ublive.php?id=1400
Itv 1,http://192.168.0.114:6789/ublive.php?id=1401
Itv 2,http://192.168.0.114:6789/ublive.php?id=1402
Itv 3,http://192.168.0.114:6789/ublive.php?id=1403
Itv 4,http://192.168.0.114:6789/ublive.php?id=1404
discovery channel,http://192.168.0.114:6789/ublive.php?id=1406
Comedy Central,http://192.168.0.114:6789/ublive.php?id=1408
Rte1,http://192.168.0.114:6789/ublive.php?id=1409
Rte2,http://192.168.0.114:6789/ublive.php?id=1410
Premiersp,http://192.168.0.114:6789/ublive.php?id=1411
Freesports,http://192.168.0.114:6789/ublive.php?id=1412
History,http://192.168.0.114:6789/ublive.php?id=1413
CNBC,http://192.168.0.114:6789/ublive.php?id=1414
Aljazeera,http://192.168.0.114:6789/ublive.php?id=1415
Tv3 virgin,http://192.168.0.114:6789/ublive.php?id=1416
Home,http://192.168.0.114:6789/ublive.php?id=1417
Dave,http://192.168.0.114:6789/ublive.php?id=1418
Film 4,http://192.168.0.114:6789/ublive.php?id=1419
More 4,http://192.168.0.114:6789/ublive.php?id=1420
Food Network 英,http://192.168.0.114:6789/ublive.php?id=1421
Gold,http://192.168.0.114:6789/ublive.php?id=1422
Syfy,http://192.168.0.114:6789/ublive.php?id=1423
discovery science,http://192.168.0.114:6789/ublive.php?id=1424
Discovery investigation,http://192.168.0.114:6789/ublive.php?id=1426
Tg4,http://192.168.0.114:6789/ublive.php?id=1427
Real live,http://192.168.0.114:6789/ublive.php?id=1428
Cartoonito,http://192.168.0.114:6789/ublive.php?id=1429
Watch,http://192.168.0.114:6789/ublive.php?id=1430
Challenge,http://192.168.0.114:6789/ublive.php?id=1431
Pick,http://192.168.0.114:6789/ublive.php?id=1433
Nat Geo Wild,http://192.168.0.114:6789/ublive.php?id=1434
Nick jr,http://192.168.0.114:6789/ublive.php?id=1435
Quest,http://192.168.0.114:6789/ublive.php?id=1436
Sky News,http://192.168.0.114:6789/ublive.php?id=169
BBC News,http://192.168.0.114:6789/ublive.php?id=164
BT Sport 2,http://192.168.0.114:6789/ublive.php?id=166
BT Sport 3,http://192.168.0.114:6789/ublive.php?id=167
BT Sport 1,http://192.168.0.114:6789/ublive.php?id=165
Sky Sports 1,http://192.168.0.114:6789/ublive.php?id=172
Sky Sport 2,http://192.168.0.114:6789/ublive.php?id=171
Sky Sports F1,http://192.168.0.114:6789/ublive.php?id=182
Sky Sport 3,http://192.168.0.114:6789/ublive.php?id=183
Sky Sport 4,http://192.168.0.114:6789/ublive.php?id=417
Sky Sport 5,http://192.168.0.114:6789/ublive.php?id=418
sky sports racing hd,http://192.168.0.114:6789/ublive.php?id=2778
UK Euro Sport 1,http://192.168.0.114:6789/ublive.php?id=3226
UK Euro Sport 2,http://192.168.0.114:6789/ublive.php?id=3227
sky news hd,http://192.168.0.114:6789/ublive.php?id=2779
sky sports mix,http://192.168.0.114:6789/ublive.php?id=2780
sky sports arena,http://192.168.0.114:6789/ublive.php?id=2781
sky sports football,http://192.168.0.114:6789/ublive.php?id=2782
sky sports premier league,http://192.168.0.114:6789/ublive.php?id=2783
sky sports the open,http://192.168.0.114:6789/ublive.php?id=2784
sky sports action,http://192.168.0.114:6789/ublive.php?id=2785
sky sports cricket,http://192.168.0.114:6789/ublive.php?id=2786
sky sports main event,http://192.168.0.114:6789/ublive.php?id=2787
法國頻道,#genre#
FRANCE 24,http://192.168.0.114:6789/ublive.php?id=1042
Franceinfo,http://192.168.0.114:6789/ublive.php?id=376
Euronews français,http://192.168.0.114:6789/ublive.php?id=1017
Bein Sport 4 Max,http://192.168.0.114:6789/ublive.php?id=1405
Bein Sport 5 Max,http://192.168.0.114:6789/ublive.php?id=1450
Bein Sport 1,http://192.168.0.114:6789/ublive.php?id=1085
Bein Sport 2,http://192.168.0.114:6789/ublive.php?id=2366
Bein Sport 3,http://192.168.0.114:6789/ublive.php?id=2230
Boomerang,http://192.168.0.114:6789/ublive.php?id=2228
CANAL Sport,http://192.168.0.114:6789/ublive.php?id=2234
Cine Class,http://192.168.0.114:6789/ublive.php?id=2229
Cine Permier,http://192.168.0.114:6789/ublive.php?id=2237
FR Eurosport 1,http://192.168.0.114:6789/ublive.php?id=2327
FR Eurosport 2,http://192.168.0.114:6789/ublive.php?id=3225
Paramount,http://192.168.0.114:6789/ublive.php?id=2233
Paris premiere,http://192.168.0.114:6789/ublive.php?id=2235
TF1 HD,http://192.168.0.114:6789/ublive.php?id=2236
Toute Lhistoire,http://192.168.0.114:6789/ublive.php?id=2238
意大利,#genre#
Sky Calcio,http://192.168.0.114:6789/ublive.php?id=2737
SKY SPORT NBA,http://192.168.0.114:6789/ublive.php?id=2738
SKY SPORT ARENA,http://192.168.0.114:6789/ublive.php?id=2739
SKY F1,http://192.168.0.114:6789/ublive.php?id=2740
Sky sport uno,http://192.168.0.114:6789/ublive.php?id=1597
Inter TV,http://192.168.0.114:6789/ublive.php?id=1599
Rai Sport,http://192.168.0.114:6789/ublive.php?id=1613
Italia 1,http://192.168.0.114:6789/ublive.php?id=1616
新馬頻道,#genre#
CNA 24,http://192.168.0.114:6789/ublive.php?id=15
AEC,http://192.168.0.114:6789/ublive.php?id=433
AEC,http://192.168.0.114:6789/ublive.php?id=2745
TV2,http://192.168.0.114:6789/ublive.php?id=436
TV3,http://192.168.0.114:6789/ublive.php?id=437
TV8,http://192.168.0.114:6789/ublive.php?id=442
Arena,http://192.168.0.114:6789/ublive.php?id=1172
小太陽,http://192.168.0.114:6789/ublive.php?id=443
Channel8,http://192.168.0.114:6789/ublive.php?id=142
天映頻道,http://192.168.0.114:6789/ublive.php?id=441
KIX,http://192.168.0.114:6789/ublive.php?id=430
全佳,http://192.168.0.114:6789/ublive.php?id=427
歡喜,http://192.168.0.114:6789/ublive.php?id=432
TVN,http://192.168.0.114:6789/ublive.php?id=1170
CRICKET,http://192.168.0.114:6789/ublive.php?id=1173
華麗,http://192.168.0.114:6789/ublive.php?id=429
Astro Awani,http://192.168.0.114:6789/ublive.php?id=440
Suria,http://192.168.0.114:6789/ublive.php?id=434
TV9,http://192.168.0.114:6789/ublive.php?id=438
NTV7,http://192.168.0.114:6789/ublive.php?id=439
AOD,http://192.168.0.114:6789/ublive.php?id=428
TV1,http://192.168.0.114:6789/ublive.php?id=435
Astro Sp1,http://192.168.0.114:6789/ublive.php?id=444
ASSP1_HD,http://192.168.0.114:6789/ublive.php?id=1070
Astro Sp2,http://192.168.0.114:6789/ublive.php?id=445
ASSP2_HD,http://192.168.0.114:6789/ublive.php?id=1071
Astro Sp3,http://192.168.0.114:6789/ublive.php?id=446
ASSP3_HD,http://192.168.0.114:6789/ublive.php?id=1072
Astro Sp4,http://192.168.0.114:6789/ublive.php?id=447
Astro Sp5,http://192.168.0.114:6789/ublive.php?id=2432
Berita RTM,http://192.168.0.114:6789/ublive.php?id=361
BOO,http://192.168.0.114:6789/ublive.php?id=1437
CCM,http://192.168.0.114:6789/ublive.php?id=1438
KIX,http://192.168.0.114:6789/ublive.php?id=1446
PRIMA,http://192.168.0.114:6789/ublive.php?id=1448
sony_one,http://192.168.0.114:6789/ublive.php?id=1451
TV8,http://192.168.0.114:6789/ublive.php?id=1455
Channel5,http://192.168.0.114:6789/ublive.php?id=141
AFN,http://192.168.0.114:6789/ublive.php?id=195
Channel U,http://192.168.0.114:6789/ublive.php?id=1077
Vasantham,http://192.168.0.114:6789/ublive.php?id=1078
TVB星河,http://192.168.0.114:6789/ublive.php?id=1079
TVB經典,http://192.168.0.114:6789/ublive.php?id=1083
Suria,http://192.168.0.114:6789/ublive.php?id=1076
OKEY,http://192.168.0.114:6789/ublive.php?id=1075
AXN,http://192.168.0.114:6789/ublive.php?id=1044
BNC,http://192.168.0.114:6789/ublive.php?id=1045
菲律賓,#genre#
Berita RTM,http://192.168.0.114:6789/ublive.php?id=361
DZRH TV,http://192.168.0.114:6789/ublive.php?id=1425
UNTV,http://192.168.0.114:6789/ublive.php?id=1501
泰國頻道,#genre#
Channel 3,http://192.168.0.114:6789/ublive.php?id=2315
Channel 5,http://192.168.0.114:6789/ublive.php?id=2316
Channel 7,http://192.168.0.114:6789/ublive.php?id=2317
MCOT HD,http://192.168.0.114:6789/ublive.php?id=2318
Channel 8,http://192.168.0.114:6789/ublive.php?id=1140
Gmm one,http://192.168.0.114:6789/ublive.php?id=2322
Mono,http://192.168.0.114:6789/ublive.php?id=2323
Thairath,http://192.168.0.114:6789/ublive.php?id=2324
TPBS,http://192.168.0.114:6789/ublive.php?id=2325
Workpoint,http://192.168.0.114:6789/ublive.php?id=2326
Nation,http://192.168.0.114:6789/ublive.php?id=2328
Tnn24,http://192.168.0.114:6789/ublive.php?id=2329
New18,http://192.168.0.114:6789/ublive.php?id=2331
Amarin,http://192.168.0.114:6789/ublive.php?id=2320
PPTV,http://192.168.0.114:6789/ublive.php?id=2240
PPTV,http://192.168.0.114:6789/ublive.php?id=2319
Esan TV,http://192.168.0.114:6789/ublive.php?id=2243
Nation TV,http://192.168.0.114:6789/ublive.php?id=2245
M Channel,http://192.168.0.114:6789/ublive.php?id=2246
JKN,http://192.168.0.114:6789/ublive.php?id=2247
Thai PBS,http://192.168.0.114:6789/ublive.php?id=1047
NEWS1,http://192.168.0.114:6789/ublive.php?id=1608
Thailand ch3,http://192.168.0.114:6789/ublive.php?id=1839
印尼頻道,#genre#
CNN Indonesia,http://192.168.0.114:6789/ublive.php?id=1145
Metro TV,http://192.168.0.114:6789/ublive.php?id=2577
tvOne,http://192.168.0.114:6789/ublive.php?id=2734
SCTV,http://192.168.0.114:6789/ublive.php?id=2553
Rajawali TV,http://192.168.0.114:6789/ublive.php?id=2942
NET TV,http://192.168.0.114:6789/ublive.php?id=2943
JTV,http://192.168.0.114:6789/ublive.php?id=2944
Bali TV,http://192.168.0.114:6789/ublive.php?id=2945
Dunia Lain,http://192.168.0.114:6789/ublive.php?id=2946
Trans TV,http://192.168.0.114:6789/ublive.php?id=2947
Trans 7,http://192.168.0.114:6789/ublive.php?id=2948
SCTV HD,http://192.168.0.114:6789/ublive.php?id=2949
Indosiar,http://192.168.0.114:6789/ublive.php?id=2950
Hope Channel,http://192.168.0.114:6789/ublive.php?id=2951
Antara TV,http://192.168.0.114:6789/ublive.php?id=2952
TV ONE,http://192.168.0.114:6789/ublive.php?id=2953
Kompas TV,http://192.168.0.114:6789/ublive.php?id=2954
TVRI,http://192.168.0.114:6789/ublive.php?id=2955
CNN Indonesia,http://192.168.0.114:6789/ublive.php?id=2956
Metro TV,http://192.168.0.114:6789/ublive.php?id=2957
Aljazeera EN,http://192.168.0.114:6789/ublive.php?id=2958
Berita Satu News,http://192.168.0.114:6789/ublive.php?id=2959
DW TV Asia,http://192.168.0.114:6789/ublive.php?id=2960
France 24,http://192.168.0.114:6789/ublive.php?id=2961
BBC World News HD,http://192.168.0.114:6789/ublive.php?id=2962
Channel News Asia,http://192.168.0.114:6789/ublive.php?id=2963
CNN Int,http://192.168.0.114:6789/ublive.php?id=2964
CNBC Indonesia,http://192.168.0.114:6789/ublive.php?id=2965
Metro TV HD,http://192.168.0.114:6789/ublive.php?id=2966
CGTN News,http://192.168.0.114:6789/ublive.php?id=2967
Thrill,http://192.168.0.114:6789/ublive.php?id=2968
Celestial Movies,http://192.168.0.114:6789/ublive.php?id=2969
KIX HD,http://192.168.0.114:6789/ublive.php?id=2970
AXN,http://192.168.0.114:6789/ublive.php?id=2971
HITS,http://192.168.0.114:6789/ublive.php?id=2972
Paramount Network,http://192.168.0.114:6789/ublive.php?id=2973
Hits Movies HD,http://192.168.0.114:6789/ublive.php?id=2974
HBO HD,http://192.168.0.114:6789/ublive.php?id=2975
HBO Hits HD,http://192.168.0.114:6789/ublive.php?id=2976
HBO Family HD,http://192.168.0.114:6789/ublive.php?id=2977
Rock Entertainment HD,http://192.168.0.114:6789/ublive.php?id=2979
LifeTime HD,http://192.168.0.114:6789/ublive.php?id=2980
HBO Signature HD,http://192.168.0.114:6789/ublive.php?id=2981
Bioskop Indonesia,http://192.168.0.114:6789/ublive.php?id=2982
Hits Movie SD,http://192.168.0.114:6789/ublive.php?id=2983
HITS HD,http://192.168.0.114:6789/ublive.php?id=2984
Hits Movies,http://192.168.0.114:6789/ublive.php?id=2985
HBO FHD,http://192.168.0.114:6789/ublive.php?id=2986
HBO Signature FHD,http://192.168.0.114:6789/ublive.php?id=2987
Warner TV ID HD,http://192.168.0.114:6789/ublive.php?id=2988
My Cinema Asia,http://192.168.0.114:6789/ublive.php?id=2989
Cinemax ID,http://192.168.0.114:6789/ublive.php?id=2990
HBO Hits FHD,http://192.168.0.114:6789/ublive.php?id=2991
My Family Channel,http://192.168.0.114:6789/ublive.php?id=2992
HBO SD,http://192.168.0.114:6789/ublive.php?id=2993
HBO Hits SD,http://192.168.0.114:6789/ublive.php?id=2994
HBO Signature SD,http://192.168.0.114:6789/ublive.php?id=2995
HBO Family SD,http://192.168.0.114:6789/ublive.php?id=2996
FLIK HD,http://192.168.0.114:6789/ublive.php?id=2997
Galaxy Premium SD,http://192.168.0.114:6789/ublive.php?id=2998
Galaxy SD,http://192.168.0.114:6789/ublive.php?id=2999
ATV,http://192.168.0.114:6789/ublive.php?id=3000
HBO Family FHD,http://192.168.0.114:6789/ublive.php?id=3001
Cinemax FHD,http://192.168.0.114:6789/ublive.php?id=3002
IMC SD,http://192.168.0.114:6789/ublive.php?id=3003
Celestial Classic Movies CCM,http://192.168.0.114:6789/ublive.php?id=3004
Discovery Channel,http://192.168.0.114:6789/ublive.php?id=3005
TechStorm,http://192.168.0.114:6789/ublive.php?id=3012
History,http://192.168.0.114:6789/ublive.php?id=3014
History,http://192.168.0.114:6789/ublive.php?id=3016
Lingua Channel,http://192.168.0.114:6789/ublive.php?id=3017
Da Vinci Learning,http://192.168.0.114:6789/ublive.php?id=3019
Aniplus,http://192.168.0.114:6789/ublive.php?id=3024
Animax,http://192.168.0.114:6789/ublive.php?id=3025
My Kidz,http://192.168.0.114:6789/ublive.php?id=3026
Boomerang ID,http://192.168.0.114:6789/ublive.php?id=3027
Nick Jr,http://192.168.0.114:6789/ublive.php?id=3029
Cartoon Network,http://192.168.0.114:6789/ublive.php?id=3030
Dunia Anak,http://192.168.0.114:6789/ublive.php?id=3031
My Kidz,http://192.168.0.114:6789/ublive.php?id=3033
Indi Kids,http://192.168.0.114:6789/ublive.php?id=3034
Horee,http://192.168.0.114:6789/ublive.php?id=3035
Dream Works,http://192.168.0.114:6789/ublive.php?id=3036
Golf Channel,http://192.168.0.114:6789/ublive.php?id=3040
BeIN Sport 1,http://192.168.0.114:6789/ublive.php?id=3041
BeIN Sport 2,http://192.168.0.114:6789/ublive.php?id=3042
Fight Sports,http://192.168.0.114:6789/ublive.php?id=3043
NBA TV,http://192.168.0.114:6789/ublive.php?id=3044
Horizon Sports,http://192.168.0.114:6789/ublive.php?id=3045
Fashion TV,http://192.168.0.114:6789/ublive.php?id=3046
TLC HD,http://192.168.0.114:6789/ublive.php?id=3047
HGTV,http://192.168.0.114:6789/ublive.php?id=3048
TLC HD,http://192.168.0.114:6789/ublive.php?id=3049
AFN HD,http://192.168.0.114:6789/ublive.php?id=3050
Citra Drama,http://192.168.0.114:6789/ublive.php?id=3051
Rock Action,http://192.168.0.114:6789/ublive.php?id=3052
Insert,http://192.168.0.114:6789/ublive.php?id=3053
Eat&Go,http://192.168.0.114:6789/ublive.php?id=3054
idku,http://192.168.0.114:6789/ublive.php?id=3055
BBC Lifestyle,http://192.168.0.114:6789/ublive.php?id=3056
K Plus,http://192.168.0.114:6789/ublive.php?id=3057
Sony ONE,http://192.168.0.114:6789/ublive.php?id=3058
TVN ID,http://192.168.0.114:6789/ublive.php?id=3059
S GEM,http://192.168.0.114:6789/ublive.php?id=3060
tVN Movies,http://192.168.0.114:6789/ublive.php?id=3061
KBS World,http://192.168.0.114:6789/ublive.php?id=3062
Drama Korea LBS,http://192.168.0.114:6789/ublive.php?id=3063
MTV Music,http://192.168.0.114:6789/ublive.php?id=3064
Prambors TV,http://192.168.0.114:6789/ublive.php?id=3065
ONE African TV,http://192.168.0.114:6789/ublive.php?id=3066
Citra Dangdut,http://192.168.0.114:6789/ublive.php?id=3067
MTV LIVE HD,http://192.168.0.114:6789/ublive.php?id=3068
i konser,http://192.168.0.114:6789/ublive.php?id=3069
Makkah TV,http://192.168.0.114:6789/ublive.php?id=3070
TV Mu,http://192.168.0.114:6789/ublive.php?id=3071
NET TV,http://192.168.0.114:6789/ublive.php?id=2937
ANTV,http://192.168.0.114:6789/ublive.php?id=2938
SCTV,http://192.168.0.114:6789/ublive.php?id=2939
Trans TV,http://192.168.0.114:6789/ublive.php?id=2940
Trans 7,http://192.168.0.114:6789/ublive.php?id=2941
TVRI,http://192.168.0.114:6789/ublive.php?id=1473
Rcti,http://192.168.0.114:6789/ublive.php?id=1474
Kompass,http://192.168.0.114:6789/ublive.php?id=1475
Indosiar,http://192.168.0.114:6789/ublive.php?id=1478
Antv,http://192.168.0.114:6789/ublive.php?id=1479
Mnctv,http://192.168.0.114:6789/ublive.php?id=1481
Trans7,http://192.168.0.114:6789/ublive.php?id=1482
Transtv,http://192.168.0.114:6789/ublive.php?id=1483
JTV,http://192.168.0.114:6789/ublive.php?id=1484
Sctv,http://192.168.0.114:6789/ublive.php?id=1486
TVone,http://192.168.0.114:6789/ublive.php?id=1487
BeritaSatu,http://192.168.0.114:6789/ublive.php?id=1488
TVMU,http://192.168.0.114:6789/ublive.php?id=1490
DAAI TV,http://192.168.0.114:6789/ublive.php?id=2936
越南頻道,#genre#
HTV7 HD,http://192.168.0.114:6789/ublive.php?id=2251
HTV9 HD,http://192.168.0.114:6789/ublive.php?id=2253
HTV1,http://192.168.0.114:6789/ublive.php?id=2254
HTV2 HD,http://192.168.0.114:6789/ublive.php?id=2255
Max by HBO,http://192.168.0.114:6789/ublive.php?id=2261
Disney Chanel,http://192.168.0.114:6789/ublive.php?id=2262
Bóng Đá TV,http://192.168.0.114:6789/ublive.php?id=2263
QRT,http://192.168.0.114:6789/ublive.php?id=1294
ANTV,http://192.168.0.114:6789/ublive.php?id=1300
ANTV HD,http://192.168.0.114:6789/ublive.php?id=1301
HBTV,http://192.168.0.114:6789/ublive.php?id=1302
KienGiangTV,http://192.168.0.114:6789/ublive.php?id=1309
KienGiangTV1,http://192.168.0.114:6789/ublive.php?id=1310
土耳其,#genre#
A SPOR,http://192.168.0.114:6789/ublive.php?id=2367
TRT 1 HD,http://192.168.0.114:6789/ublive.php?id=2368
SHOW TV HD,http://192.168.0.114:6789/ublive.php?id=2369
STAR TV HD,http://192.168.0.114:6789/ublive.php?id=2370
KANAL D HD,http://192.168.0.114:6789/ublive.php?id=2371
FOX HD,http://192.168.0.114:6789/ublive.php?id=2372
TV 8 HD,http://192.168.0.114:6789/ublive.php?id=2373
CNN TURK HD,http://192.168.0.114:6789/ublive.php?id=2374
HABER TURK HD,http://192.168.0.114:6789/ublive.php?id=2375
NTV HD,http://192.168.0.114:6789/ublive.php?id=2376
A HABER HD,http://192.168.0.114:6789/ublive.php?id=2377
BEYAZ TV HD,http://192.168.0.114:6789/ublive.php?id=2378
KANAL 7 HD,http://192.168.0.114:6789/ublive.php?id=2379
KEMAL SUNAL TV HD,http://192.168.0.114:6789/ublive.php?id=2380
ATV HD,http://192.168.0.114:6789/ublive.php?id=2381
HALK TV HD,http://192.168.0.114:6789/ublive.php?id=2382
TGRT HABER HD,http://192.168.0.114:6789/ublive.php?id=2383
360 TV HD,http://192.168.0.114:6789/ublive.php?id=2384
DMAX HD,http://192.168.0.114:6789/ublive.php?id=2385
TRT BELGESEL HD,http://192.168.0.114:6789/ublive.php?id=2386
TRT COCUK HD,http://192.168.0.114:6789/ublive.php?id=2387
TRT SPOR HD,http://192.168.0.114:6789/ublive.php?id=2388
BEIN SPORTS 1 HD,http://192.168.0.114:6789/ublive.php?id=2389
BEIN SPORTS 2 HD,http://192.168.0.114:6789/ublive.php?id=2390
ULUSAL TV,http://192.168.0.114:6789/ublive.php?id=2391
巴西,#genre#
Globo RBS TV,http://192.168.0.114:6789/ublive.php?id=1668
Gloobinho,http://192.168.0.114:6789/ublive.php?id=1684
Globo RJ,http://192.168.0.114:6789/ublive.php?id=1688
GNT,http://192.168.0.114:6789/ublive.php?id=1689
Mais Globosat,http://192.168.0.114:6789/ublive.php?id=1704
Rede TV,http://192.168.0.114:6789/ublive.php?id=1728
Record,http://192.168.0.114:6789/ublive.php?id=1746
SBT,http://192.168.0.114:6789/ublive.php?id=1747
Sport TV 1,http://192.168.0.114:6789/ublive.php?id=1779
Sport TV 2,http://192.168.0.114:6789/ublive.php?id=1785
Sport TV 3,http://192.168.0.114:6789/ublive.php?id=2135
Globo News,http://192.168.0.114:6789/ublive.php?id=1489
भारत,#genre#
WION,http://192.168.0.114:6789/ublive.php?id=303
ZeeNews,http://192.168.0.114:6789/ublive.php?id=465
ABP Majha,http://192.168.0.114:6789/ublive.php?id=1782
IndiaTV,http://192.168.0.114:6789/ublive.php?id=1607
TV9 Marathi,http://192.168.0.114:6789/ublive.php?id=2281
Sun TV,http://192.168.0.114:6789/ublive.php?id=1458
Star Vijay,http://192.168.0.114:6789/ublive.php?id=1459
Zee Tamil,http://192.168.0.114:6789/ublive.php?id=1460
Zee Business,http://192.168.0.114:6789/ublive.php?id=1461
Thanthi TV,http://192.168.0.114:6789/ublive.php?id=1462
Raj Musix,http://192.168.0.114:6789/ublive.php?id=1463
Zee Actions,http://192.168.0.114:6789/ublive.php?id=1464
KTV Tamil,http://192.168.0.114:6789/ublive.php?id=1465
Zee TV HD,http://192.168.0.114:6789/ublive.php?id=1466
Zee Cinema HD,http://192.168.0.114:6789/ublive.php?id=1467
Colors HD,http://192.168.0.114:6789/ublive.php?id=1468
Starplus,http://192.168.0.114:6789/ublive.php?id=1469
Picture,http://192.168.0.114:6789/ublive.php?id=1470
Asianet,http://192.168.0.114:6789/ublive.php?id=1471
Times Now,http://192.168.0.114:6789/ublive.php?id=1472
俄羅斯,#genre#
RT News,http://192.168.0.114:6789/ublive.php?id=2564
Москва 24,http://192.168.0.114:6789/ublive.php?id=2574
RT Documentary,http://192.168.0.114:6789/ublive.php?id=2611
5 KANAL,http://192.168.0.114:6789/ublive.php?id=2444
TV CENTR,http://192.168.0.114:6789/ublive.php?id=2451
私密頻道,#genre#
松視1,http://192.168.0.114:6789/ublive.php?id=402
松视1台,http://192.168.0.114:6789/ublive.php?id=2905
松视2台,http://192.168.0.114:6789/ublive.php?id=2906
松視2,http://192.168.0.114:6789/ublive.php?id=403
松視3,http://192.168.0.114:6789/ublive.php?id=404
潘朵拉完美,http://192.168.0.114:6789/ublive.php?id=410
