台灣頻道,#genre#
Sky Sport 5,http://192.168.0.114:6789/ublive.php?id=418
sky sports racing hd,http://192.168.0.114:6789/ublive.php?id=2778
UK Euro Sport 1,http://192.168.0.114:6789/ublive.php?id=3226
UK Euro Sport 2,http://192.168.0.114:6789/ublive.php?id=3227
sky news hd,http://192.168.0.114:6789/ublive.php?id=2779
sky sports mix,http://192.168.0.114:6789/ublive.php?id=2780
sky sports arena,http://192.168.0.114:6789/ublive.php?id=2781
sky sports football,http://192.168.0.114:6789/ublive.php?id=2782
sky sports premier league,http://192.168.0.114:6789/ublive.php?id=2783
sky sports the open,http://192.168.0.114:6789/ublive.php?id=2784
sky sports action,http://192.168.0.114:6789/ublive.php?id=2785
sky sports cricket,http://192.168.0.114:6789/ublive.php?id=2786
sky sports main event,http://192.168.0.114:6789/ublive.php?id=2787
Bein Sport 4 Max,http://192.168.0.114:6789/ublive.php?id=1405
Bein Sport 5 Max,http://192.168.0.114:6789/ublive.php?id=1450
Bein Sport 1,http://192.168.0.114:6789/ublive.php?id=1085
Bein Sport 3,http://192.168.0.114:6789/ublive.php?id=2230
SKY SPORT NBA,http://192.168.0.114:6789/ublive.php?id=2738
SKY SPORT ARENA,http://192.168.0.114:6789/ublive.php?id=2739
SKY F1,http://192.168.0.114:6789/ublive.php?id=2740
Sky sport uno,http://192.168.0.114:6789/ublive.php?id=1597
Rai Sport,http://192.168.0.114:6789/ublive.php?id=1613
Suria,http://192.168.0.114:6789/ublive.php?id=434
Astro Sp1,http://192.168.0.114:6789/ublive.php?id=444
ASSP1_HD,http://192.168.0.114:6789/ublive.php?id=1070
Astro Sp2,http://192.168.0.114:6789/ublive.php?id=445
ASSP2_HD,http://192.168.0.114:6789/ublive.php?id=1071
Astro Sp3,http://192.168.0.114:6789/ublive.php?id=446
Astro Sp4,http://192.168.0.114:6789/ublive.php?id=447
Astro Sp5,http://192.168.0.114:6789/ublive.php?id=2432
Sport TV 1,http://192.168.0.114:6789/ublive.php?id=1779
Sport TV 2,http://192.168.0.114:6789/ublive.php?id=1785
Sport TV 3,http://192.168.0.114:6789/ublive.php?id=2135
紀實頻道,#genre#
亞洲旅遊,http://192.168.0.114:6789/ublive.php?id=2299
探索頻道,http://192.168.0.114:6789/ublive.php?id=2817
探索頻道,http://192.168.0.114:6789/ublive.php?id=1035
大陸尋奇,http://192.168.0.114:6789/ublive.php?id=102
TLC,http://192.168.0.114:6789/ublive.php?id=2275
動物星球,http://192.168.0.114:6789/ublive.php?id=367
Fashion One,http://192.168.0.114:6789/ublive.php?id=113
探索亞洲,http://192.168.0.114:6789/ublive.php?id=306
探索科學,http://192.168.0.114:6789/ublive.php?id=343
Nat Geo WILD,http://192.168.0.114:6789/ublive.php?id=388
國家野生（英）,http://192.168.0.114:6789/ublive.php?id=1038
HGTV,http://192.168.0.114:6789/ublive.php?id=1159
CI罪案偵查,http://192.168.0.114:6789/ublive.php?id=2303
探索EVE,http://192.168.0.114:6789/ublive.php?id=1036
TaiwanPlus,http://192.168.0.114:6789/ublive.php?id=327
BBC Lifestyle,http://192.168.0.114:6789/ublive.php?id=424
視納華仁紀實,http://192.168.0.114:6789/ublive.php?id=91
美食星球,http://192.168.0.114:6789/ublive.php?id=3073
美食星球,http://192.168.0.114:6789/ublive.php?id=1360
EYE旅遊,http://192.168.0.114:6789/ublive.php?id=1494
Travel Channel,http://192.168.0.114:6789/ublive.php?id=63
BBC EARTH,http://192.168.0.114:6789/ublive.php?id=97
探索動力DMAX,http://192.168.0.114:6789/ublive.php?id=335
Pet Club,http://192.168.0.114:6789/ublive.php?id=368
Globetrotter 環遊旅行家,http://192.168.0.114:6789/ublive.php?id=114
NASA TV,http://192.168.0.114:6789/ublive.php?id=25
NASA Live,http://192.168.0.114:6789/ublive.php?id=196
TV5MONDE STYLE,http://192.168.0.114:6789/ublive.php?id=389
動物世界,http://192.168.0.114:6789/ublive.php?id=291
法國時裝,http://192.168.0.114:6789/ublive.php?id=2287
台灣啟示錄,http://192.168.0.114:6789/ublive.php?id=2765
TLC,http://192.168.0.114:6789/ublive.php?id=1533
National Geographic,http://192.168.0.114:6789/ublive.php?id=294
TLC Canada,http://192.168.0.114:6789/ublive.php?id=1262
Food Network Canada,http://192.168.0.114:6789/ublive.php?id=1265
History,http://192.168.0.114:6789/ublive.php?id=1413
Food Network 英,http://192.168.0.114:6789/ublive.php?id=1421
少兒頻道,#genre#
Bebefinn,http://192.168.0.114:6789/ublive.php?id=489
Leigha Marina,http://192.168.0.114:6789/ublive.php?id=313
MOMO親子,http://192.168.0.114:6789/ublive.php?id=2767
MOMO親子,http://192.168.0.114:6789/ublive.php?id=1126
東森幼幼（備）,http://192.168.0.114:6789/ublive.php?id=2771
東森幼幼,http://192.168.0.114:6789/ublive.php?id=371
東森亞洲呦呦,http://192.168.0.114:6789/ublive.php?id=293
PBS KIDS,http://192.168.0.114:6789/ublive.php?id=355
CN Asia,http://192.168.0.114:6789/ublive.php?id=2768
Nick Jr.,http://192.168.0.114:6789/ublive.php?id=50
PAW Patrol,http://192.168.0.114:6789/ublive.php?id=2226
Spidey,http://192.168.0.114:6789/ublive.php?id=2270
Dreamworks,http://192.168.0.114:6789/ublive.php?id=48
CN卡通,http://192.168.0.114:6789/ublive.php?id=107
Animax,http://192.168.0.114:6789/ublive.php?id=59
Bluey,http://192.168.0.114:6789/ublive.php?id=143
靖洋卡通,http://192.168.0.114:6789/ublive.php?id=348
YOYO TV,http://192.168.0.114:6789/ublive.php?id=340
靖天卡通,http://192.168.0.114:6789/ublive.php?id=344
i-Fun動漫,http://192.168.0.114:6789/ublive.php?id=1127
i-Fun動漫,http://192.168.0.114:6789/ublive.php?id=2802
達文西,http://192.168.0.114:6789/ublive.php?id=68
Baby TV,http://192.168.0.114:6789/ublive.php?id=1129
Treehouse,http://192.168.0.114:6789/ublive.php?id=55
Nickj,http://192.168.0.114:6789/ublive.php?id=53
Disney,http://192.168.0.114:6789/ublive.php?id=5
Disneyxd,http://192.168.0.114:6789/ublive.php?id=31
Disneyj,http://192.168.0.114:6789/ublive.php?id=47
Boomerang,http://192.168.0.114:6789/ublive.php?id=57
Disney Junior,http://192.168.0.114:6789/ublive.php?id=460
Hogi,http://192.168.0.114:6789/ublive.php?id=2346
Baby Shark,http://192.168.0.114:6789/ublive.php?id=1399
Phineas and Ferb,http://192.168.0.114:6789/ublive.php?id=1098
Talking Tom,http://192.168.0.114:6789/ublive.php?id=2696
Robocar POLI,http://192.168.0.114:6789/ublive.php?id=298
Baby Zoo Songs,http://192.168.0.114:6789/ublive.php?id=2438
朱妮托尼,http://192.168.0.114:6789/ublive.php?id=2537
Beep Beep,http://192.168.0.114:6789/ublive.php?id=3015
Winnie,http://192.168.0.114:6789/ublive.php?id=3018
The Amazing World of Elmore,http://192.168.0.114:6789/ublive.php?id=456
The Smurfs,http://192.168.0.114:6789/ublive.php?id=454
音樂宗教,#genre#
好消息,http://192.168.0.114:6789/ublive.php?id=104
好消息2,http://192.168.0.114:6789/ublive.php?id=363
Water Sounds,http://192.168.0.114:6789/ublive.php?id=496
Hits Radio,http://192.168.0.114:6789/ublive.php?id=4
Unbelievable Beauty,http://192.168.0.114:6789/ublive.php?id=1002
Relaxing Music,http://192.168.0.114:6789/ublive.php?id=151
Relaxing Jazz Piano,http://192.168.0.114:6789/ublive.php?id=1351
輕鬆音樂,http://192.168.0.114:6789/ublive.php?id=1361
One World Radio,http://192.168.0.114:6789/ublive.php?id=1153
Mezzo Live,http://192.168.0.114:6789/ublive.php?id=60
8FM,http://192.168.0.114:6789/ublive.php?id=9
Lofi Hip Hop,http://192.168.0.114:6789/ublive.php?id=2350
Eight FM,http://192.168.0.114:6789/ublive.php?id=1021
自然の音,http://192.168.0.114:6789/ublive.php?id=1138
4K Nature,http://192.168.0.114:6789/ublive.php?id=1015
Coffee Jazz,http://192.168.0.114:6789/ublive.php?id=1019
Space Ambient,http://192.168.0.114:6789/ublive.php?id=1005
Rolling Cam Venice,http://192.168.0.114:6789/ublive.php?id=1007
大愛一臺,http://192.168.0.114:6789/ublive.php?id=11
大愛二臺,http://192.168.0.114:6789/ublive.php?id=197
Baroque Live Music,http://192.168.0.114:6789/ublive.php?id=1027
唯心電視,http://192.168.0.114:6789/ublive.php?id=1150
人間衛視,http://192.168.0.114:6789/ublive.php?id=101
Good Life Radio,http://192.168.0.114:6789/ublive.php?id=1152
Rainy Jazz,http://192.168.0.114:6789/ublive.php?id=1089
Deep House Radio,http://192.168.0.114:6789/ublive.php?id=1090
Sleeping Music,http://192.168.0.114:6789/ublive.php?id=1087
Relaxing Piano Collection,http://192.168.0.114:6789/ublive.php?id=1088
Trace Urban,http://192.168.0.114:6789/ublive.php?id=1003
佛衛慈悲台,http://192.168.0.114:6789/ublive.php?id=1306
生命電視,http://192.168.0.114:6789/ublive.php?id=1124
華藏電視,http://192.168.0.114:6789/ublive.php?id=1053
西洋排行榜,http://192.168.0.114:6789/ublive.php?id=1602
治愈音樂,http://192.168.0.114:6789/ublive.php?id=1503
正德電視,http://192.168.0.114:6789/ublive.php?id=42
SupremeMasterTV,http://192.168.0.114:6789/ublive.php?id=323
鳥鳴音樂,http://192.168.0.114:6789/ublive.php?id=1407
GRASS COTTON,http://192.168.0.114:6789/ublive.php?id=3221
Heavenly Harp Music,http://192.168.0.114:6789/ublive.php?id=2540
大陸頻道,#genre#
CGTN English,http://192.168.0.114:6789/ublive.php?id=2362
CGTN Documentary,http://192.168.0.114:6789/ublive.php?id=2363
CGTN Français,http://192.168.0.114:6789/ublive.php?id=2364
CGTN Español,http://192.168.0.114:6789/ublive.php?id=317
CGTN العربية,http://192.168.0.114:6789/ublive.php?id=1004
CCTV1,http://192.168.0.114:6789/ublive.php?id=200
CCTV1,http://192.168.0.114:6789/ublive.php?id=2305
CCTV2,http://192.168.0.114:6789/ublive.php?id=201
CCTV2,http://192.168.0.114:6789/ublive.php?id=2763
CCTV3,http://192.168.0.114:6789/ublive.php?id=202
CCTV3,http://192.168.0.114:6789/ublive.php?id=2808
CCTV4,http://192.168.0.114:6789/ublive.php?id=203
CCTV4,http://192.168.0.114:6789/ublive.php?id=2764
CCTV5,http://192.168.0.114:6789/ublive.php?id=204
CCTV5,http://192.168.0.114:6789/ublive.php?id=2760
CCTV5plus,http://192.168.0.114:6789/ublive.php?id=205
CCTV5plus,http://192.168.0.114:6789/ublive.php?id=2759
CCTV6,http://192.168.0.114:6789/ublive.php?id=206
CCTV6,http://192.168.0.114:6789/ublive.php?id=2758
CCTV7,http://192.168.0.114:6789/ublive.php?id=207
CCTV7,http://192.168.0.114:6789/ublive.php?id=2757
CCTV8,http://192.168.0.114:6789/ublive.php?id=208
CCTV8,http://192.168.0.114:6789/ublive.php?id=2756
CCTV9,http://192.168.0.114:6789/ublive.php?id=2308
CCTV9,http://192.168.0.114:6789/ublive.php?id=209
CCTV10,http://192.168.0.114:6789/ublive.php?id=210
CCTV11,http://192.168.0.114:6789/ublive.php?id=2809
CCTV11,http://192.168.0.114:6789/ublive.php?id=211
CCTV12,http://192.168.0.114:6789/ublive.php?id=212
CCTV12,http://192.168.0.114:6789/ublive.php?id=2755
CCTV13,http://192.168.0.114:6789/ublive.php?id=213
CCTV13,http://192.168.0.114:6789/ublive.php?id=2754
CCTV14,http://192.168.0.114:6789/ublive.php?id=214
CCTV14,http://192.168.0.114:6789/ublive.php?id=2826
CCTV15,http://192.168.0.114:6789/ublive.php?id=215
CCTV16,http://192.168.0.114:6789/ublive.php?id=2821
浙江卫视,http://192.168.0.114:6789/ublive.php?id=217
江苏卫视,http://192.168.0.114:6789/ublive.php?id=2829
江苏卫视,http://192.168.0.114:6789/ublive.php?id=218
南方卫视,http://192.168.0.114:6789/ublive.php?id=219
北京卫视,http://192.168.0.114:6789/ublive.php?id=220
广东卫视,http://192.168.0.114:6789/ublive.php?id=231
广东卫视,http://192.168.0.114:6789/ublive.php?id=1499
东方卫视,http://192.168.0.114:6789/ublive.php?id=224
河南卫视,http://192.168.0.114:6789/ublive.php?id=225
湖南卫视,http://192.168.0.114:6789/ublive.php?id=226
湖北卫视,http://192.168.0.114:6789/ublive.php?id=227
东南卫视,http://192.168.0.114:6789/ublive.php?id=228
辽宁卫视,http://192.168.0.114:6789/ublive.php?id=229
深圳卫视,http://192.168.0.114:6789/ublive.php?id=230
安徽卫视,http://192.168.0.114:6789/ublive.php?id=232
安徽卫视,http://192.168.0.114:6789/ublive.php?id=2830
四川卫视,http://192.168.0.114:6789/ublive.php?id=233
山东卫视,http://192.168.0.114:6789/ublive.php?id=234
青田電視台,http://192.168.0.114:6789/ublive.php?id=2295
天津衛視,http://192.168.0.114:6789/ublive.php?id=1093
江西衛視,http://192.168.0.114:6789/ublive.php?id=1097
にっぽん,#genre#
JapaNews24,http://192.168.0.114:6789/ublive.php?id=425
スカイA,http://192.168.0.114:6789/ublive.php?id=2433
ANN/テレ朝,http://192.168.0.114:6789/ublive.php?id=1502
日テレニュース24,http://192.168.0.114:6789/ublive.php?id=292
フジone,http://192.168.0.114:6789/ublive.php?id=2300
フジ two,http://192.168.0.114:6789/ublive.php?id=2301
フジ next,http://192.168.0.114:6789/ublive.php?id=2750
KANSAI News24,http://192.168.0.114:6789/ublive.php?id=247
メ～テレNEWS,http://192.168.0.114:6789/ublive.php?id=245
広島ニュース,http://192.168.0.114:6789/ublive.php?id=1095
TBS NEWS,http://192.168.0.114:6789/ublive.php?id=1096
RKB NEWS 24,http://192.168.0.114:6789/ublive.php?id=1043
STV NEWS,http://192.168.0.114:6789/ublive.php?id=1500
テレ朝チャンネル1,http://192.168.0.114:6789/ublive.php?id=2271
テレ朝チャンネル2,http://192.168.0.114:6789/ublive.php?id=2344
スポーツライブ＋,http://192.168.0.114:6789/ublive.php?id=2343
読売テレビ,http://192.168.0.114:6789/ublive.php?id=198
関西テレビ,http://192.168.0.114:6789/ublive.php?id=235
BS日テレ,http://192.168.0.114:6789/ublive.php?id=240
BS朝日,http://192.168.0.114:6789/ublive.php?id=241
BS-TBS,http://192.168.0.114:6789/ublive.php?id=242
BSテレビ東京,http://192.168.0.114:6789/ublive.php?id=243
SATVニュース,http://192.168.0.114:6789/ublive.php?id=1594
BSフジ,http://192.168.0.114:6789/ublive.php?id=244
旅チャンネル,http://192.168.0.114:6789/ublive.php?id=2304
NHK BS Premium,http://192.168.0.114:6789/ublive.php?id=2807
いつでも静岡,http://192.168.0.114:6789/ublive.php?id=421
TOKYO MX 1,http://192.168.0.114:6789/ublive.php?id=2204
TOKYO MX 2,http://192.168.0.114:6789/ublive.php?id=2205
朝日放送テレビ,http://192.168.0.114:6789/ublive.php?id=237
時代劇専門チャンネル,http://192.168.0.114:6789/ublive.php?id=287
TV Tokyo,http://192.168.0.114:6789/ublive.php?id=123
J SPORTS 1,http://192.168.0.114:6789/ublive.php?id=129
J SPORTS 2,http://192.168.0.114:6789/ublive.php?id=130
J SPORTS 3,http://192.168.0.114:6789/ublive.php?id=131
J SPORTS 4,http://192.168.0.114:6789/ublive.php?id=132
ABC朝日,http://192.168.0.114:6789/ublive.php?id=127
FU JI,http://192.168.0.114:6789/ublive.php?id=122
テレビ東京,http://192.168.0.114:6789/ublive.php?id=2202
フジテレビ,http://192.168.0.114:6789/ublive.php?id=2203
テレビ朝日,http://192.168.0.114:6789/ublive.php?id=125
大阪TV,http://192.168.0.114:6789/ublive.php?id=126
WOWOWプライム,http://192.168.0.114:6789/ublive.php?id=133
WOWOWライブ,http://192.168.0.114:6789/ublive.php?id=134
WOWOWシネマ,http://192.168.0.114:6789/ublive.php?id=135
スターチャンネル1,http://192.168.0.114:6789/ublive.php?id=136
スターチャンネル2,http://192.168.0.114:6789/ublive.php?id=137
スターチャンネル3,http://192.168.0.114:6789/ublive.php?id=138
日本テレビ,http://192.168.0.114:6789/ublive.php?id=119
毎日放送,http://192.168.0.114:6789/ublive.php?id=199
ゴルフネットワーク,http://192.168.0.114:6789/ublive.php?id=249
HTB北海道,http://192.168.0.114:6789/ublive.php?id=39
日テレG+,http://192.168.0.114:6789/ublive.php?id=2298
TBS,http://192.168.0.114:6789/ublive.php?id=124
TBS,http://192.168.0.114:6789/ublive.php?id=2201
アニマックス,http://192.168.0.114:6789/ublive.php?id=139
グリーンチャンネル,http://192.168.0.114:6789/ublive.php?id=140
キッズステーション,http://192.168.0.114:6789/ublive.php?id=289
静岡ニュース,http://192.168.0.114:6789/ublive.php?id=297
カートゥーンネットワーク,http://192.168.0.114:6789/ublive.php?id=1296
MUSIC ON! TV,http://192.168.0.114:6789/ublive.php?id=288
BS日本映画専門Ch,http://192.168.0.114:6789/ublive.php?id=2219
Disney チャンネル,http://192.168.0.114:6789/ublive.php?id=290
衛星劇場,http://192.168.0.114:6789/ublive.php?id=2345
日テレG＋,http://192.168.0.114:6789/ublive.php?id=2434
兵庫県の最新,http://192.168.0.114:6789/ublive.php?id=1142
한국,#genre#
런닝맨,http://192.168.0.114:6789/ublive.php?id=2347
KBS드라마1,http://192.168.0.114:6789/ublive.php?id=2348
MBC드라마넷,http://192.168.0.114:6789/ublive.php?id=2349
I.NET,http://192.168.0.114:6789/ublive.php?id=2351
SkySports,http://192.168.0.114:6789/ublive.php?id=2352
KBSN Sports,http://192.168.0.114:6789/ublive.php?id=2353
SBS Sports,http://192.168.0.114:6789/ublive.php?id=2354
FTV,http://192.168.0.114:6789/ublive.php?id=2355
바둑TV,http://192.168.0.114:6789/ublive.php?id=2356
OCN Thrills,http://192.168.0.114:6789/ublive.php?id=2357
OBS,http://192.168.0.114:6789/ublive.php?id=2358
Discovery,http://192.168.0.114:6789/ublive.php?id=2359
투니버스Tooniverse 39,http://192.168.0.114:6789/ublive.php?id=2360
연변위성,http://192.168.0.114:6789/ublive.php?id=2361
TVN,http://192.168.0.114:6789/ublive.php?id=295
연합뉴스TV,http://192.168.0.114:6789/ublive.php?id=1039
KBS KOREA,http://192.168.0.114:6789/ublive.php?id=1040
YTN2,http://192.168.0.114:6789/ublive.php?id=1058
YTN,http://192.168.0.114:6789/ublive.php?id=1061
KBS1,http://192.168.0.114:6789/ublive.php?id=2752
KBS2,http://192.168.0.114:6789/ublive.php?id=2753
MBC,http://192.168.0.114:6789/ublive.php?id=251
SBS,http://192.168.0.114:6789/ublive.php?id=252
MBN,http://192.168.0.114:6789/ublive.php?id=257
Channel A,http://192.168.0.114:6789/ublive.php?id=258
MBC스포츠,http://192.168.0.114:6789/ublive.php?id=265
JTBC골프,http://192.168.0.114:6789/ublive.php?id=268
JTBC,http://192.168.0.114:6789/ublive.php?id=253
OCN,http://192.168.0.114:6789/ublive.php?id=488
iNet,http://192.168.0.114:6789/ublive.php?id=490
CTS,http://192.168.0.114:6789/ublive.php?id=491
Spotv,http://192.168.0.114:6789/ublive.php?id=266
Spotv2,http://192.168.0.114:6789/ublive.php?id=267
THE K-POP,http://192.168.0.114:6789/ublive.php?id=493
SBS골프,http://192.168.0.114:6789/ublive.php?id=486
한국경제,http://192.168.0.114:6789/ublive.php?id=1064
매일경제TV,http://192.168.0.114:6789/ublive.php?id=1065
YTN dmb,http://192.168.0.114:6789/ublive.php?id=492
YTN 사이언스,http://192.168.0.114:6789/ublive.php?id=1605
Arirang TV,http://192.168.0.114:6789/ublive.php?id=256
OCNMOVIES,http://192.168.0.114:6789/ublive.php?id=1020
TV CHOSUN,http://192.168.0.114:6789/ublive.php?id=2333
SBS Sports,http://192.168.0.114:6789/ublive.php?id=487
Mnet,http://192.168.0.114:6789/ublive.php?id=1136
MBCevery1,http://192.168.0.114:6789/ublive.php?id=476
Tconvers,http://192.168.0.114:6789/ublive.php?id=1134
채널A,http://192.168.0.114:6789/ublive.php?id=1092
KBC,http://192.168.0.114:6789/ublive.php?id=1307
MTN,http://192.168.0.114:6789/ublive.php?id=1504
토마토TV,http://192.168.0.114:6789/ublive.php?id=1544
이데일리TV,http://192.168.0.114:6789/ublive.php?id=1554
EBS1,http://192.168.0.114:6789/ublive.php?id=2439
EBS2,http://192.168.0.114:6789/ublive.php?id=3006
EBS KIDS,http://192.168.0.114:6789/ublive.php?id=3007
EBS PLUS1,http://192.168.0.114:6789/ublive.php?id=3008
EBS PLUS2,http://192.168.0.114:6789/ublive.php?id=3009
EBSe,http://192.168.0.114:6789/ublive.php?id=3010
美國頻道,#genre#
Sinovision,http://192.168.0.114:6789/ublive.php?id=1101
TLC,http://192.168.0.114:6789/ublive.php?id=1206
FOX,http://192.168.0.114:6789/ublive.php?id=1218
FOX NOW,http://192.168.0.114:6789/ublive.php?id=1506
CNN USA,http://192.168.0.114:6789/ublive.php?id=1102
CNN,http://192.168.0.114:6789/ublive.php?id=1507
Msnbc,http://192.168.0.114:6789/ublive.php?id=1541
MSNBC,http://192.168.0.114:6789/ublive.php?id=1104
Newsmax2,http://192.168.0.114:6789/ublive.php?id=156
Yahoo Finance,http://192.168.0.114:6789/ublive.php?id=2541
ABC News,http://192.168.0.114:6789/ublive.php?id=1508
NBC,http://192.168.0.114:6789/ublive.php?id=1217
NBC,http://192.168.0.114:6789/ublive.php?id=1509
Fox Business,http://192.168.0.114:6789/ublive.php?id=1511
Fox Business,http://192.168.0.114:6789/ublive.php?id=1108
FOX Weather,http://192.168.0.114:6789/ublive.php?id=2742
E!,http://192.168.0.114:6789/ublive.php?id=1222
E,http://192.168.0.114:6789/ublive.php?id=1536
Hbo East,http://192.168.0.114:6789/ublive.php?id=1513
HBO Family,http://192.168.0.114:6789/ublive.php?id=1113
HBO Comedy,http://192.168.0.114:6789/ublive.php?id=1109
Hbo Family,http://192.168.0.114:6789/ublive.php?id=1512
HBO Signature,http://192.168.0.114:6789/ublive.php?id=1112
HBO 2 US,http://192.168.0.114:6789/ublive.php?id=1111
Hbo One,http://192.168.0.114:6789/ublive.php?id=1514
HBO 1 US,http://192.168.0.114:6789/ublive.php?id=1110
Tennis chan,http://192.168.0.114:6789/ublive.php?id=1519
law and crime,http://192.168.0.114:6789/ublive.php?id=1540
Goltv,http://192.168.0.114:6789/ublive.php?id=1542
TBS,http://192.168.0.114:6789/ublive.php?id=1545
MTV,http://192.168.0.114:6789/ublive.php?id=1546
FX,http://192.168.0.114:6789/ublive.php?id=1551
CNBC,http://192.168.0.114:6789/ublive.php?id=1555
CNBC,http://192.168.0.114:6789/ublive.php?id=1106
CW,http://192.168.0.114:6789/ublive.php?id=1557
CW,http://192.168.0.114:6789/ublive.php?id=1220
Animal,http://192.168.0.114:6789/ublive.php?id=1558
Animal Planet,http://192.168.0.114:6789/ublive.php?id=1203
Freeform,http://192.168.0.114:6789/ublive.php?id=1560
Investigation Discovery,http://192.168.0.114:6789/ublive.php?id=1564
Lifetime Movie Network,http://192.168.0.114:6789/ublive.php?id=1565
Showtime,http://192.168.0.114:6789/ublive.php?id=1568
StarZ,http://192.168.0.114:6789/ublive.php?id=1569
USA Network,http://192.168.0.114:6789/ublive.php?id=1571
Right Now,http://192.168.0.114:6789/ublive.php?id=144
30A TV,http://192.168.0.114:6789/ublive.php?id=1052
Atlanta,http://192.168.0.114:6789/ublive.php?id=1055
Panama City,http://192.168.0.114:6789/ublive.php?id=1056
Pawleys Island,http://192.168.0.114:6789/ublive.php?id=1057
HGTV,http://192.168.0.114:6789/ublive.php?id=2311
National Geographic,http://192.168.0.114:6789/ublive.php?id=2312
Nat Geo Wild,http://192.168.0.114:6789/ublive.php?id=1521
Nat Geo Wild,http://192.168.0.114:6789/ublive.php?id=2313
Cinemax,http://192.168.0.114:6789/ublive.php?id=2314
IFC,http://192.168.0.114:6789/ublive.php?id=1362
ESPN NEWS,http://192.168.0.114:6789/ublive.php?id=1363
CBS Sport,http://192.168.0.114:6789/ublive.php?id=1364
Fight Box,http://192.168.0.114:6789/ublive.php?id=1365
Outdoor,http://192.168.0.114:6789/ublive.php?id=1368
SEC Network,http://192.168.0.114:6789/ublive.php?id=1369
PBS Kids,http://192.168.0.114:6789/ublive.php?id=1370
WGN,http://192.168.0.114:6789/ublive.php?id=1372
FX,http://192.168.0.114:6789/ublive.php?id=1373
Fuse,http://192.168.0.114:6789/ublive.php?id=1376
FX Movie,http://192.168.0.114:6789/ublive.php?id=1380
Comet,http://192.168.0.114:6789/ublive.php?id=1381
5 Star Max,http://192.168.0.114:6789/ublive.php?id=1174
龍翔時代,http://192.168.0.114:6789/ublive.php?id=1175
MoreMax,http://192.168.0.114:6789/ublive.php?id=1176
Hallmark Movie,http://192.168.0.114:6789/ublive.php?id=1179
TCM,http://192.168.0.114:6789/ublive.php?id=1180
Starz in Black,http://192.168.0.114:6789/ublive.php?id=1181
ESPN 1,http://192.168.0.114:6789/ublive.php?id=1182
ESPN 2,http://192.168.0.114:6789/ublive.php?id=1183
ESPN 2,http://192.168.0.114:6789/ublive.php?id=2789
NBA,http://192.168.0.114:6789/ublive.php?id=2792
NBA TV US,http://192.168.0.114:6789/ublive.php?id=1185
Fox Sport 1,http://192.168.0.114:6789/ublive.php?id=1186
Fight network,http://192.168.0.114:6789/ublive.php?id=1527
Fox Sport 2,http://192.168.0.114:6789/ublive.php?id=1187
NFL Network,http://192.168.0.114:6789/ublive.php?id=1189
Food network 美,http://192.168.0.114:6789/ublive.php?id=1526
Cartoon Network US,http://192.168.0.114:6789/ublive.php?id=1211
USA Network,http://192.168.0.114:6789/ublive.php?id=1230
Diy network,http://192.168.0.114:6789/ublive.php?id=1528
Golf,http://192.168.0.114:6789/ublive.php?id=1190
WWE,http://192.168.0.114:6789/ublive.php?id=1191
UFC PASS,http://192.168.0.114:6789/ublive.php?id=1192
Bein Sports USA,http://192.168.0.114:6789/ublive.php?id=1195
ESPN U,http://192.168.0.114:6789/ublive.php?id=1196
Discovery Channel,http://192.168.0.114:6789/ublive.php?id=1198
National Geographic,http://192.168.0.114:6789/ublive.php?id=1200
History,http://192.168.0.114:6789/ublive.php?id=1204
SMITHSONIAN,http://192.168.0.114:6789/ublive.php?id=1205
Disney,http://192.168.0.114:6789/ublive.php?id=1208
Disney XD,http://192.168.0.114:6789/ublive.php?id=1209
Disney Junior,http://192.168.0.114:6789/ublive.php?id=1210
Nick Junior,http://192.168.0.114:6789/ublive.php?id=1213
Boomerang,http://192.168.0.114:6789/ublive.php?id=1214
Universal Kids,http://192.168.0.114:6789/ublive.php?id=1215
KCBS（原CBS）,http://192.168.0.114:6789/ublive.php?id=1219
LifeTime US,http://192.168.0.114:6789/ublive.php?id=1226
Arts and Entertainment,http://192.168.0.114:6789/ublive.php?id=1227
Hallmark,http://192.168.0.114:6789/ublive.php?id=1535
WE TV,http://192.168.0.114:6789/ublive.php?id=1229
VH-1,http://192.168.0.114:6789/ublive.php?id=1233
OWN US,http://192.168.0.114:6789/ublive.php?id=1235
GSN,http://192.168.0.114:6789/ublive.php?id=1236
TVG,http://192.168.0.114:6789/ublive.php?id=1543
Cooking Channel,http://192.168.0.114:6789/ublive.php?id=1238
Mlb net,http://192.168.0.114:6789/ublive.php?id=1523
FYI,http://192.168.0.114:6789/ublive.php?id=1240
BabyTV,http://192.168.0.114:6789/ublive.php?id=1241
TVB1,http://192.168.0.114:6789/ublive.php?id=1242
TVB DRAMA,http://192.168.0.114:6789/ublive.php?id=1243
ABC News,http://192.168.0.114:6789/ublive.php?id=1516
TVBJ1,http://192.168.0.114:6789/ublive.php?id=1244
TVBE,http://192.168.0.114:6789/ublive.php?id=1245
ktsf26,http://192.168.0.114:6789/ublive.php?id=1517
The Weather Nation,http://192.168.0.114:6789/ublive.php?id=1105
Cinemax,http://192.168.0.114:6789/ublive.php?id=1518
History,http://192.168.0.114:6789/ublive.php?id=1530
Bloomberg,http://192.168.0.114:6789/ublive.php?id=1107
Fox News,http://192.168.0.114:6789/ublive.php?id=1510
Travel chan,http://192.168.0.114:6789/ublive.php?id=1515
